entry,patch,KillCredit1,KillCredit2,modelid_1,modelid_2,modelid_3,modelid_4,name,subname,gossip_menu_id,minlevel,maxlevel,minhealth,maxhealth,minmana,maxmana,armor,faction_A,faction_H,npcflag,speed_walk,speed_run,scale,rank,mindmg,maxdmg,dmgschool,attackpower,dmg_multiplier,baseattacktime,rangeattacktime,unit_class,unit_flags,dynamicflags,family,trainer_type,trainer_spell,trainer_class,trainer_race,minrangedmg,maxrangedmg,rangedattackpower,type,type_flags,lootid,pickpocketloot,skinloot,resistance1,resistance2,resistance3,resistance4,resistance5,resistance6,spell1,spell2,spell3,spell4,PetSpellDataId,mingold,maxgold,AIName,MovementType,InhabitType,Civilian,RacialLeader,RegenHealth,equipment_id,trainer_id,vendor_id,MechanicImmuneMask,SchoolImmuneMask,flags_extra,ScriptName
233,0,0,0,1943,0,0,0,Farmer Saldean,,1781,20,20,919,919,0,0,852,11,11,7,0.95,1.14286,0.0,0,24.0,31.0,0,90,1.0,1500,2000,1,4608,0,0,0,0,0,0,31.856,43.802,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,0,1,523,0,0,0,0,2,
234,0,0,0,1690,0,0,0,Gryan Stoutmantle,The People's Militia,0,35,35,1700,1700,0,0,1373,11,11,2,1.0,1.14286,0.0,1,160.0,205.0,0,138,1.0,1500,2000,1,4608,0,0,0,0,0,0,42.588,58.5585,100,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,0,1,105,0,0,0,0,2,
235,0,0,0,1691,0,0,0,Salma Saldean,,0,20,20,919,919,0,0,852,11,11,2,0.95,1.14286,0.0,0,24.0,31.0,0,90,1.0,1500,2000,1,4608,0,0,0,0,0,0,31.856,43.802,100,7,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,0,1,555,0,0,0,0,2,
237,0,0,0,1944,0,0,0,Farmer Furlbrow,,0,20,20,919,919,0,0,852,11,11,2,0.95,1.14286,0.0,0,24.0,31.0,0,90,1.0,1500,2000,1,4608,0,0,0,0,0,0,31.856,43.802,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,0,1,523,0,0,0,0,2,
238,0,0,0,1692,0,0,0,Verna Furlbrow,,0,20,20,919,919,0,0,852,11,11,2,0.95,1.14286,0.0,0,24.0,31.0,0,90,1.0,1500,2000,1,4608,0,0,0,0,0,0,31.856,43.802,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,0,1,643,0,0,0,0,2,
239,0,0,0,3265,0,0,0,Grimbooze Thunderbrew,,0,20,20,919,919,0,0,852,57,57,3,0.95,1.14286,0.0,0,24.0,31.0,0,90,1.0,1500,2000,1,4608,0,0,0,0,0,0,31.856,43.802,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,0,1,1315,0,0,0,0,2,
240,0,0,0,1985,0,0,0,Marshal Dughan,,0,25,25,1240,1240,0,0,1009,11,11,2,1.05,1.14286,0.0,0,31.0,40.0,0,106,1.0,1500,2000,1,4608,0,0,0,0,0,0,38.72,53.24,100,7,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,0,1,586,0,0,0,0,2,
241,0,0,0,3254,0,0,0,"Remy ""Two Times""",,0,5,5,166,166,0,0,20,11,11,2,0.93,1.14286,0.0,0,6.0,8.0,0,52,1.0,1500,2000,1,4608,0,0,0,0,0,0,8.624,11.858,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,0,1,865,0,0,0,0,2,
244,0,0,0,3330,0,0,0,Ma Stonefield,,0,3,3,112,112,0,0,20,11,11,2,0.92,1.14286,0.0,0,3.0,5.0,0,48,1.0,1500,2000,1,4608,0,0,0,0,0,0,5.2272,7.1874,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
246,0,0,0,3329,0,0,0,"""Auntie"" Bernice Stonefield",,0,6,6,196,196,0,0,20,11,11,2,0.94,1.14286,0.0,0,6.0,8.0,0,54,1.0,1500,2000,1,4608,0,0,0,0,0,0,10.296,14.157,100,7,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
247,0,0,0,221,0,0,0,Billy Maclure,,0,1,1,64,64,0,0,20,11,11,2,0.91,1.14286,0.0,0,2.0,2.0,0,44,1.0,2000,2000,1,768,0,0,0,0,0,0,1.76,2.42,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
248,0,0,0,2959,0,0,0,Gramma Stonefield,,0,3,3,112,112,0,0,20,11,11,2,0.92,1.14286,0.0,0,3.0,5.0,0,48,1.0,1500,2000,1,4608,0,0,0,0,0,0,5.2272,7.1874,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
250,0,0,0,3327,0,0,0,Pa Maclure,,0,6,6,196,196,0,0,20,11,11,2,0.94,1.14286,0.0,0,6.0,8.0,0,54,1.0,2000,2000,1,4608,0,0,0,0,0,0,10.296,14.157,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,523,0,0,0,0,2,
251,0,0,0,3323,0,0,0,Maybell Maclure,,0,2,2,87,87,0,0,20,11,11,2,0.91,1.14286,0.0,0,3.0,5.0,0,46,1.0,2000,2000,1,4608,0,0,0,0,0,0,3.5024,4.8158,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
252,0,0,0,3331,0,0,0,Tommy Joe Stonefield,,0,2,2,87,87,0,0,20,11,11,2,0.91,1.14286,0.0,0,3.0,5.0,0,46,1.0,1500,2000,1,4608,0,0,0,0,0,0,3.5024,4.8158,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,0,1,0,0,0,0,0,2,
253,0,0,0,5038,0,0,0,William Pestle,,0,6,6,196,196,0,0,20,11,11,2,0.94,1.14286,0.0,0,6.0,8.0,0,54,1.0,1500,2000,1,4608,0,0,0,0,0,0,10.296,14.157,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
255,0,0,0,3324,0,0,0,Gerard Tiller,,0,6,6,196,196,0,0,20,11,11,2,0.94,1.14286,0.0,0,6.0,8.0,0,54,1.0,1500,2000,1,4608,0,0,0,0,0,0,10.296,14.157,100,7,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,0,1,0,0,0,0,0,2,
257,0,0,0,10912,0,0,0,Kobold Worker,,0,3,3,70,70,0,0,41,25,25,0,0.78,1.14286,0.0,0,3.0,4.0,0,48,1.0,2000,2000,1,0,0,0,0,0,0,0,0.0,0.0,0,7,0,257,257,0,0,0,0,0,0,0,0,0,0,0,0,1,7,EventAI,1,3,0,0,1,446,0,0,0,0,2,
258,0,0,0,3328,0,0,0,Joshua Maclure,Vintner,0,5,5,166,166,0,0,20,11,11,4,0.93,1.14286,0.0,0,6.0,8.0,0,52,1.0,1000,2000,1,4608,0,0,0,0,0,0,8.624,11.858,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,48,0,0,0,0,2,
261,0,0,0,1984,0,0,0,Guard Thomas,,0,30,30,1605,1605,0,0,1200,11,11,2,1.0,1.14286,0.0,0,42.0,53.0,0,122,1.0,1000,2000,1,4608,0,0,0,0,0,0,45.144,62.073,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
263,0,0,0,4321,0,0,0,Lord Ello Ebonlocke,Mayor of Darkshire,0,30,30,1605,1605,0,0,1200,11,11,2,1.1,1.14286,0.0,0,42.0,53.0,0,122,1.0,1000,2000,1,4608,0,0,0,0,0,0,45.144,62.073,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,0,0,0,0,0,2,npc_lord_ello_ebonlocke
264,0,0,0,4322,0,0,0,Commander Althea Ebonlocke,Leader of The Night Watch,0,45,45,2972,2972,0,0,2725,56,56,2,1.05,1.14286,0.0,0,72.0,93.0,0,204,1.0,1000,2000,1,4096,0,0,0,0,0,0,61.776,84.942,100,7,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,,0,3,0,0,1,277,0,0,0,0,0,
265,0,0,0,4323,0,0,0,Madame Eva,,0,25,25,1240,1240,0,0,1009,11,11,2,0.95,1.14286,0.0,0,31.0,40.0,0,106,1.0,1000,2000,1,4608,0,0,0,0,0,0,38.72,53.24,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,0,1,0,0,0,0,0,2,
266,0,0,0,1741,0,0,0,Wiley the Black,,0,26,26,1309,1309,0,0,1574,11,11,2,0.96,1.14286,0.0,0,34.0,43.0,0,110,1.0,1000,2000,1,4608,0,0,0,0,0,0,40.04,55.055,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
267,0,0,0,1720,0,0,0,Clerk Daltry,,0,31,31,1684,1684,0,0,1217,11,11,2,1.1,1.14286,0.0,0,42.0,53.0,0,126,1.0,2000,2000,1,4608,0,0,0,0,0,0,46.376,63.767,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,1130,0,0,0,0,2,
268,0,0,0,4324,0,0,0,Sirra Von'Indi,Historian of Darkshire,0,24,24,1172,1172,0,0,975,11,11,2,0.95,1.14286,0.0,0,30.0,39.0,0,104,1.0,1000,2000,1,4608,0,0,0,0,0,0,37.3824,51.4008,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
269,0,0,0,4309,0,0,0,Role Dreuger,Deputy Mayor of Darkshire,0,40,40,2471,2471,0,0,1890,11,11,0,1.05,1.14286,0.0,0,61.0,78.0,0,156,1.0,2000,2000,1,4608,0,0,0,0,0,0,56.672,77.924,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,0,0,0,0,0,2,
270,0,0,0,1724,0,0,0,Councilman Millstipe,Council of Darkshire,0,28,28,1454,1454,0,0,1114,11,11,2,0.97,1.14286,0.0,0,38.0,48.0,0,116,1.0,1000,2000,1,4608,0,0,0,0,0,0,42.6272,58.6124,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,0,0,0,0,0,2,
271,0,0,0,1713,0,0,0,Ambassador Berrybuck,Council of Darkshire,0,30,30,1605,1605,0,0,1200,11,11,2,1.1,1.14286,0.0,0,42.0,53.0,0,122,1.0,1000,2000,1,4608,0,0,0,0,0,0,45.144,62.073,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,0,0,0,0,0,2,
272,0,0,0,1715,0,0,0,Chef Grual,,0,30,30,1605,1605,0,0,1200,11,11,2,1.1,1.14286,0.0,0,42.0,53.0,0,122,1.0,1000,2000,1,4608,0,0,0,0,0,0,45.144,62.073,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,365,0,0,0,0,2,
273,0,0,0,1731,0,0,0,Tavernkeep Smitts,,0,22,22,1042,1042,0,0,888,11,11,2,0.95,1.14286,0.0,0,27.0,34.0,0,98,1.0,1000,2000,1,4608,0,0,0,0,0,0,34.6544,47.6498,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,0,1,0,0,0,0,0,2,
274,0,0,0,5039,0,0,0,Barkeep Hann,Bartender,0,26,26,1309,1309,0,0,1574,11,11,4,0.96,1.14286,0.0,0,34.0,43.0,0,110,1.0,1000,2000,1,4608,0,0,0,0,0,0,40.04,55.055,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,468,0,0,0,0,2,
275,0,0,0,1734,0,0,0,Whit Wantmal,,0,27,27,1380,1380,0,0,1097,11,11,2,0.97,1.14286,0.0,0,36.0,46.0,0,112,1.0,1000,2000,1,4608,0,0,0,0,0,0,41.3424,56.8458,100,7,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,0,1,0,0,0,0,0,2,
276,0,0,0,4326,0,0,0,Viktori Prism'Antras,,0,28,28,1454,1454,0,0,1114,11,11,2,0.97,1.14286,0.0,0,38.0,48.0,0,116,1.0,1000,2000,1,4608,0,0,0,0,0,0,42.6272,58.6124,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
277,0,0,0,1433,0,0,0,Roberto Pupellyverbos,Merlot Connoisseur,685,30,30,1605,1605,0,0,1200,11,11,5,1.08,1.14286,0.0,0,42.0,53.0,0,122,1.0,1000,2000,1,4608,0,0,0,0,0,0,45.144,62.073,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,0,0,0,0,0,2,
278,0,0,0,3268,0,0,0,Sara Timberlain,,0,5,5,166,166,0,0,20,11,11,2,0.93,1.14286,0.0,0,6.0,8.0,0,52,1.0,1000,2000,1,4608,0,0,0,0,0,0,8.624,11.858,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
279,0,0,0,5082,0,0,0,Morgan Pestle,,0,30,30,1605,1605,0,0,1200,11,11,2,1.08,1.14286,0.0,0,42.0,53.0,0,122,1.0,1000,2000,1,4608,0,0,0,0,0,0,45.144,62.073,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,0,0,0,0,0,2,
284,0,0,0,2404,0,0,0,Brown Horse,,0,1,1,64,64,53,53,20,35,35,0,0.91,1.14286,0.0,0,9.0,10.0,0,44,1.0,2000,2200,0,0,0,0,0,0,0,0,1.76,2.42,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,3,0,0,1,0,0,0,0,0,2,
285,0,0,0,617,0,0,0,Murloc,,0,6,7,122,147,0,0,206,18,18,0,0.82,1.14286,0.0,0,7.0,10.0,0,56,1.0,2000,2000,1,32768,0,0,0,0,0,0,13.4464,18.4888,100,7,0,285,285,0,0,0,0,0,0,0,0,0,0,0,0,5,12,,1,3,0,0,1,717,0,0,0,0,0,
288,0,0,0,4325,0,0,0,Jitters,,0,25,25,1240,1240,0,0,1009,11,11,2,0.95,1.14286,0.0,0,31.0,40.0,0,106,1.0,1000,2000,1,4608,0,0,0,0,0,0,38.72,53.24,100,7,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,1,0,1,52,0,0,0,0,2,
289,0,0,0,4328,0,0,0,Abercrombie,The Hermit,0,35,35,2016,2016,0,0,1373,11,11,2,1.05,1.14286,0.0,0,51.0,65.0,0,138,1.0,1000,2000,1,4608,0,0,0,0,0,0,51.128,70.301,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,0,1,0,0,0,0,0,2,
294,0,0,0,1689,0,0,0,Marshal Haggard,,0,20,20,919,919,0,0,852,11,11,2,1.02,1.14286,0.0,0,24.0,31.0,0,90,1.0,1000,2000,1,4608,0,0,0,0,0,0,31.856,43.802,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,0,1,0,0,0,0,0,2,
295,0,0,0,1291,0,0,0,Innkeeper Farley,Innkeeper,1291,30,30,1605,1605,0,0,400,11,11,135,1.08,1.14286,0.0,0,42.0,53.0,0,122,1.0,1000,2000,1,4608,0,0,0,0,0,0,45.144,62.073,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,0,0,0,0,0,2,
297,0,0,0,1756,0,0,0,Caretaker Folsom,,0,30,30,1605,1605,0,0,1009,11,11,2,1.08,1.14286,0.0,0,42.0,53.0,0,122,1.0,1000,2000,0,4608,0,0,0,0,0,0,45.144,62.073,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,0,0,0,0,0,2,
299,0,0,0,447,0,0,0,Young Wolf,,0,1,1,42,42,0,0,15,32,32,0,0.63,1.14286,0.7,0,2.0,2.0,0,44,1.0,2000,2000,1,0,0,1,0,0,0,0,1.76,2.42,100,1,1,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,1,1,0,0,1,0,0,0,0,0,0,
300,0,0,0,655,0,0,0,Zzarc' Vul,,0,33,33,1270,1270,0,0,1200,45,45,0,1.0,1.14286,0.0,0,43.0,53.0,0,132,1.0,2000,2000,1,0,0,0,0,0,0,0,53.8384,74.0278,100,7,0,300,300,0,0,0,0,0,0,0,8716,0,0,0,0,44,62,EventAI,0,3,0,0,1,619,0,0,0,0,0,
302,0,0,0,915,0,0,0,Blind Mary,,0,40,40,1847,1847,0,0,1480,11,11,2,1.05,1.14286,0.0,0,61.0,78.0,0,156,1.0,1000,2000,1,4608,0,0,0,0,0,0,56.672,77.924,100,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,8388624,0,2,
304,0,0,0,2346,0,0,0,Felsteed,,0,1,1,64,64,53,53,20,35,35,0,0.91,1.14286,0.0,0,9.0,10.0,0,44,1.0,2000,2200,0,0,0,0,0,0,0,0,1.76,2.42,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,3,0,0,1,0,0,0,0,0,2,
305,0,0,0,2410,0,0,0,White Stallion,,0,1,1,64,64,53,53,20,35,35,0,0.91,1.14286,0.0,0,9.0,10.0,0,44,1.0,2000,2200,0,0,0,0,0,0,0,0,1.76,2.42,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,3,0,0,1,0,0,0,0,0,2,
307,0,0,0,2409,0,0,0,Pinto,,0,1,1,64,64,53,53,20,35,35,0,0.91,1.14286,0.0,0,9.0,10.0,0,44,1.0,2000,2200,0,0,0,0,0,0,0,0,1.76,2.42,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,3,0,0,1,0,0,0,0,0,2,
308,0,0,0,2402,0,0,0,Black Stallion,,0,1,1,64,64,53,53,20,35,35,0,0.91,1.14286,0.0,0,9.0,10.0,0,44,1.0,2000,2200,0,0,0,0,0,0,0,0,1.76,2.42,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,3,0,0,1,0,0,0,0,0,2,
311,0,0,0,4327,0,0,0,Sven Yorgen,,0,20,20,919,919,0,0,852,11,11,2,0.9,1.14286,0.0,0,24.0,31.0,0,90,1.0,1000,2000,1,4608,0,0,0,0,0,0,31.856,43.802,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,0,1,1765,0,0,0,0,2,
313,0,0,0,3348,0,0,0,Theocritus,Mage of Tower Azora,0,24,24,1172,1172,916,916,975,11,11,18,1.04,1.14286,0.0,0,30.0,39.0,0,104,1.0,1000,2000,1,4608,0,0,0,0,8,0,37.3824,51.4008,100,7,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
314,0,0,0,10487,0,0,0,Eliza,Bride of the Embalmer,0,31,31,2309,2309,1940,1940,654,14,14,0,1.0,1.14286,0.0,1,193.0,249.0,0,126,1.0,1341,1475,0,0,0,0,0,0,0,0,44.84,61.655,100,6,8,314,0,0,0,0,0,0,0,0,8406,865,0,0,0,75,374,EventAI,0,3,0,0,1,0,0,0,8388624,0,0,
315,0,0,0,1562,0,0,0,Stalvan Mistmantle,,0,32,32,1584,1584,0,0,1270,14,14,0,1.0,1.14286,0.0,0,59.0,72.0,0,128,1.0,1500,2000,1,32768,0,0,0,0,0,0,53.8384,74.0278,100,6,0,315,315,0,0,0,0,0,0,0,3105,0,0,0,0,58,81,EventAI,0,3,0,0,1,289,0,0,8388624,0,0,
325,0,0,0,4320,0,0,0,Hogan Ference,,0,20,20,919,919,0,0,852,11,11,0,0.9,1.14286,0.0,0,24.0,31.0,0,90,1.0,1500,2000,1,4096,0,0,0,0,0,0,31.856,43.802,100,7,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,838,0,0,0,0,2,
327,0,0,0,2299,0,0,0,Goldtooth,,0,8,8,154,154,0,0,316,26,26,0,1.1,1.14286,0.0,0,10.0,13.0,0,58,1.0,2000,2000,1,0,0,0,0,0,0,0,13.4464,18.4888,100,7,0,327,327,0,0,24,0,0,0,0,0,0,0,0,0,7,14,EventAI,1,3,0,0,1,429,0,0,0,0,0,
328,0,0,0,1294,0,0,0,Zaldimar Wefhellt,Mage Trainer,4660,13,13,546,546,481,481,20,11,11,19,0.98,1.14286,0.0,0,13.0,17.0,0,68,1.0,1500,2000,1,4608,0,0,0,0,8,0,21.5072,29.5724,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,85,0,0,0,0,2,
329,0,0,0,453,0,0,0,Earth Elemental,,0,54,55,2571,2675,0,0,4037,7,7,0,1.21,1.14286,1.0,0,130.0,156.0,0,248,1.0,1490,1639,0,0,0,0,0,0,0,0,66.8712,91.9479,100,4,0,0,0,0,0,260,15,260,260,260,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,646016863,0,0,
330,0,0,0,8871,0,0,0,Princess,,0,9,9,269,269,0,0,406,1094,1094,0,0.72,1.14286,0.0,0,12.0,14.0,0,60,1.0,2000,2000,1,0,0,5,0,0,0,0,15.048,20.691,100,1,1,330,0,330,0,0,0,0,0,0,6268,0,0,0,9077,0,0,EventAI,1,1,0,0,1,0,0,0,0,0,0,
331,0,0,0,1484,0,0,0,Maginor Dumas,Master Mage,4660,60,60,3139,3139,2620,2620,3075,11,11,19,1.0,1.14286,0.0,0,110.0,142.0,0,272,1.0,1500,2000,0,4608,0,0,0,0,8,0,74.448,102.366,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,96,0,0,0,0,2,
332,0,0,0,1736,0,0,0,Master Mathias Shaw,Leader of SI:7,0,62,62,4079,4079,2480,2480,4091,11,11,3,1.0,1.14286,0.0,0,174.0,224.0,0,284,1.0,1000,2000,1,4608,0,0,0,0,0,0,203.77,104.278,100,7,0,0,0,0,0,10,10,10,10,10,20714,20720,20746,20712,0,0,0,EventAI,0,3,0,0,1,385,0,0,0,0,2,
334,0,0,0,6050,0,0,0,Gath'Ilzogg,Warlord of the Blackrock Clan,0,26,26,2647,2647,0,0,1574,40,40,0,0.96,1.14286,0.0,1,129.0,166.0,0,110,1.0,1425,2000,1,32832,0,0,0,0,0,0,35.1008,48.2636,100,7,8,334,334,0,0,0,0,0,0,100,0,0,0,0,0,139,186,EventAI,0,3,0,0,1,1766,0,0,0,0,0,
335,0,0,0,497,0,0,0,Singe,,0,24,24,1581,1581,1545,1545,538,40,40,0,0.95,1.14286,0.0,1,106.0,136.0,0,104,1.0,1458,2000,8,64,0,0,0,0,0,0,30.7968,42.3456,100,2,8,335,0,335,0,0,0,0,0,0,12468,13375,0,0,0,110,149,EventAI,0,3,0,0,1,0,0,0,0,0,0,
338,0,0,0,5080,0,0,0,Mazen Mac'Nadir,Academy of Arcane Arts and Sciences,0,44,44,2868,2868,0,0,2557,11,11,2,1.0,1.14286,0.0,0,68.0,88.0,0,194,1.0,1000,2000,0,4608,0,0,0,0,0,0,60.7904,83.5868,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,103,0,0,0,0,2,
340,0,0,0,5728,0,0,0,Kendor Kabonka,Master of Cooking Recipes,0,50,50,3517,3517,0,0,2999,11,11,4,1.0,1.14286,0.0,0,85.0,109.0,0,226,1.0,1000,2000,1,4608,0,0,0,0,0,0,66.44,91.355,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,1320,0,0,0,0,2,
341,0,0,0,1748,0,0,0,Foreman Oslow,,0,20,20,919,919,0,0,852,11,11,2,0.95,1.14286,0.0,0,24.0,31.0,0,90,1.0,1000,2000,1,4608,0,0,0,0,0,0,31.856,43.802,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,0,1,0,0,0,0,0,2,
342,0,0,0,1743,0,0,0,Martie Jainrose,,0,20,20,919,919,0,0,852,11,11,2,0.95,1.14286,0.0,0,24.0,31.0,0,90,1.0,1000,2000,1,4608,0,0,0,0,0,0,31.856,43.802,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,0,1,0,0,0,0,0,2,
343,0,0,0,3377,0,0,0,Chef Breanna,,0,19,19,860,860,0,0,20,11,11,2,0.95,1.14286,0.0,0,21.0,27.0,0,88,1.0,2000,2000,1,4608,0,0,0,0,0,0,30.4304,41.8418,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
344,0,0,0,1753,0,0,0,Magistrate Solomon,,0,36,36,2100,2100,0,0,1427,11,11,2,1.12,1.14286,0.0,0,51.0,66.0,0,140,1.0,1000,2000,1,4608,0,0,0,0,0,0,52.272,71.874,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
345,0,0,0,703,0,0,0,Bellygrub,,0,24,24,1136,1136,0,0,992,14,14,0,0.95,1.14286,0.0,0,35.0,43.0,0,104,1.0,2000,2000,1,0,0,5,0,0,0,0,37.3824,51.4008,100,1,1,345,0,345,0,0,0,0,0,0,6268,5568,0,0,9063,0,0,EventAI,0,1,0,0,1,0,0,0,0,0,0,
346,0,0,0,3370,0,0,0,Barkeep Daniels,,0,21,21,980,980,0,0,888,11,11,2,0.95,1.14286,0.0,0,24.0,32.0,0,94,1.0,1000,2000,1,4608,0,0,0,0,0,0,33.264,45.738,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,0,0,0,0,0,2,
347,0,0,0,15099,0,0,0,Grizzle Halfmane,Alterac Valley Battlemaster,6466,61,61,9563,9563,0,0,4091,85,85,2049,1.1,1.14286,0.0,1,544.0,703.0,0,278,1.0,1166,2000,1,4672,0,0,0,0,0,0,172.1,240.07,100,7,8,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,EventAI,0,3,0,0,1,838,0,0,0,0,0,
348,0,0,0,3359,0,0,0,Zem Leeward,,0,25,25,1240,1240,0,0,1009,11,11,2,0.95,1.14286,0.0,0,31.0,40.0,0,106,1.0,1000,2000,1,4608,0,0,0,0,0,0,38.72,53.24,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,0,1,487,0,0,0,0,2,
349,0,0,0,1826,0,0,0,Corporal Keeshan,,0,25,25,2199,2199,0,0,1026,10,10,2,0.95,1.14286,0.0,1,101.0,130.0,0,106,1.0,1466,2000,1,36928,0,0,0,0,0,0,32.26,44.3575,100,7,4104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,1,673,0,0,0,0,0,npc_corporal_keeshan
